query_date,doc_name,doc_type,operation,page_number,prompt_tokens,completion_tokens,total_tokens,model_id
2026-01-20 20:39,,,embedding,-1,247,0,247,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,153,0,153,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,136,0,136,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,466,0,466,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,630,0,630,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,89,0,89,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,1389,0,1389,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,164,0,164,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,4006,0,4006,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,622,0,622,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,69,0,69,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,143,0,143,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,1642,0,1642,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,564,0,564,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,220,0,220,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,60,0,60,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,48,0,48,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,42,0,42,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,67,0,67,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,82,0,82,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,72,0,72,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,247,0,247,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,212,0,212,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,111,0,111,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,161,0,161,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,201,0,201,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,655,0,655,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,202,0,202,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,248,0,248,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,540,0,540,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,643,0,643,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,272,0,272,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,40,0,40,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,705,0,705,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,928,0,928,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,41,0,41,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,95,0,95,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,70,0,70,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,82,0,82,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,122,0,122,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,117,0,117,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,210,0,210,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,245,0,245,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,36,0,36,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,314,0,314,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,4,0,4,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,870,0,870,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,277,0,277,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,229,0,229,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,53,0,53,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,569,0,569,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,32,0,32,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,221,0,221,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,66,0,66,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,141,0,141,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,467,0,467,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,1452,0,1452,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,47,0,47,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,267,0,267,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,8,0,8,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,6,0,6,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,6,0,6,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,8,0,8,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,6,0,6,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,6,0,6,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,5,0,5,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,6,0,6,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,135,0,135,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,1342,0,1342,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,24,0,24,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,221,0,221,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,1111,0,1111,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,511,0,511,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,965,0,965,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,2896,0,2896,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,772,0,772,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,369,0,369,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,197,0,197,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,48,0,48,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,353,0,353,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,449,0,449,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,94,0,94,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,732,0,732,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,749,0,749,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,101,0,101,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,667,0,667,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,254,0,254,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,428,0,428,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,136,0,136,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,471,0,471,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,631,0,631,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,81,0,81,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,1197,0,1197,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,330,0,330,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,147,0,147,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,297,0,297,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,626,0,626,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,99,0,99,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,143,0,143,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,643,0,643,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,236,0,236,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,155,0,155,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,514,0,514,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,1230,0,1230,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,194,0,194,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,763,0,763,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,188,0,188,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,262,0,262,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,542,0,542,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,330,0,330,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,301,0,301,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,324,0,324,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,40,0,40,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,761,0,761,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,917,0,917,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,42,0,42,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,95,0,95,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,70,0,70,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,82,0,82,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,119,0,119,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,89,0,89,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,169,0,169,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,209,0,209,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,90,0,90,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,350,0,350,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,4,0,4,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,1424,0,1424,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,53,0,53,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,569,0,569,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,25,0,25,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,438,0,438,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,353,0,353,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,548,0,548,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,273,0,273,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,243,0,243,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,154,0,154,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,42,0,42,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,175,0,175,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,10,0,10,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,8,0,8,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,8,0,8,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,10,0,10,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,8,0,8,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,8,0,8,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,7,0,7,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,8,0,8,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,98,0,98,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,8,0,8,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,13,0,13,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,1345,0,1345,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,134,0,134,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,42,0,42,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,286,0,286,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,10,0,10,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,8,0,8,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,8,0,8,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,10,0,10,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,8,0,8,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,8,0,8,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,7,0,7,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,8,0,8,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,137,0,137,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,1342,0,1342,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,24,0,24,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,220,0,220,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,1159,0,1159,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,452,0,452,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,972,0,972,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,1628,0,1628,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,158,0,158,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,205,0,205,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,164,0,164,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,144,0,144,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,91,0,91,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,268,0,268,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,369,0,369,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,409,0,409,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,174,0,174,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,46,0,46,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,345,0,345,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,203,0,203,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,49,0,49,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,827,0,827,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,819,0,819,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,799,0,799,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,79,0,79,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,607,0,607,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,248,0,248,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,363,0,363,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,136,0,136,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,453,0,453,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,868,0,868,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,81,0,81,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,1526,0,1526,text-embedding-3-small
2026-01-20 20:39,,,embedding,-1,292,0,292,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,24,0,24,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,236,0,236,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,1113,0,1113,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,429,0,429,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,1131,0,1131,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,747,0,747,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,577,0,577,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,84,0,84,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,114,0,114,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,779,0,779,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,138,0,138,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,715,0,715,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,657,0,657,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,343,0,343,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,197,0,197,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,49,0,49,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,243,0,243,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,451,0,451,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,937,0,937,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,791,0,791,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,98,0,98,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,291,0,291,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,345,0,345,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,65,0,65,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,247,0,247,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,153,0,153,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,136,0,136,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,466,0,466,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,630,0,630,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,89,0,89,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,1389,0,1389,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,164,0,164,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,1742,0,1742,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,1714,0,1714,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,904,0,904,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,622,0,622,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,69,0,69,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,143,0,143,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,1642,0,1642,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,564,0,564,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,220,0,220,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,60,0,60,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,48,0,48,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,42,0,42,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,67,0,67,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,82,0,82,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,72,0,72,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,247,0,247,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,212,0,212,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,111,0,111,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,161,0,161,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,201,0,201,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,655,0,655,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,202,0,202,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,248,0,248,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,540,0,540,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,643,0,643,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,272,0,272,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,40,0,40,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,705,0,705,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,928,0,928,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,41,0,41,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,95,0,95,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,70,0,70,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,82,0,82,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,122,0,122,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,117,0,117,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,210,0,210,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,245,0,245,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,36,0,36,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,314,0,314,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,4,0,4,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,870,0,870,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,277,0,277,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,229,0,229,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,53,0,53,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,569,0,569,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,32,0,32,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,221,0,221,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,66,0,66,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,141,0,141,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,467,0,467,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,1452,0,1452,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,47,0,47,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,267,0,267,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,8,0,8,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,6,0,6,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,6,0,6,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,8,0,8,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,6,0,6,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,6,0,6,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,5,0,5,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,6,0,6,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,135,0,135,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,1342,0,1342,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,24,0,24,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,221,0,221,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,1111,0,1111,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,511,0,511,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,965,0,965,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,1734,0,1734,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,1162,0,1162,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,772,0,772,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,369,0,369,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,197,0,197,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,48,0,48,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,353,0,353,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,449,0,449,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,94,0,94,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,732,0,732,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,749,0,749,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,101,0,101,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,667,0,667,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,254,0,254,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,428,0,428,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,136,0,136,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,471,0,471,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,631,0,631,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,81,0,81,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,1197,0,1197,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,330,0,330,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,147,0,147,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,297,0,297,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,626,0,626,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,99,0,99,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,143,0,143,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,643,0,643,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,236,0,236,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,155,0,155,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,514,0,514,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,1230,0,1230,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,194,0,194,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,763,0,763,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,188,0,188,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,262,0,262,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,542,0,542,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,330,0,330,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,301,0,301,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,324,0,324,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,40,0,40,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,761,0,761,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,917,0,917,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,42,0,42,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,95,0,95,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,70,0,70,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,82,0,82,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,119,0,119,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,89,0,89,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,169,0,169,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,209,0,209,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,90,0,90,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,350,0,350,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,4,0,4,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,1424,0,1424,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,53,0,53,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,569,0,569,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,25,0,25,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,438,0,438,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,353,0,353,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,548,0,548,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,273,0,273,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,243,0,243,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,154,0,154,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,42,0,42,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,175,0,175,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,10,0,10,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,8,0,8,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,8,0,8,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,10,0,10,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,8,0,8,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,8,0,8,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,7,0,7,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,8,0,8,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,98,0,98,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,8,0,8,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,13,0,13,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,1345,0,1345,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,134,0,134,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,42,0,42,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,286,0,286,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,10,0,10,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,8,0,8,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,8,0,8,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,10,0,10,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,8,0,8,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,8,0,8,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,7,0,7,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,8,0,8,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,137,0,137,text-embedding-3-small
2026-01-23 21:55,,,embedding,-1,1342,0,1342,text-embedding-3-small
